,Time,Vibration RMS Velocity,Temperature,Name,Datetime
137,26.8.2022 22:11:06,0.76,29.1,control cabinet,2022-08-26 22:11:06
136,26.8.2022 22:36:26,0.84,26.3,air fan,2022-08-26 22:36:26
136,26.8.2022 22:52:26,0.42,37.3,HVAC drive,2022-08-26 22:52:26
136,26.8.2022 23:00:55,0.43,28.8,control valve,2022-08-26 23:00:55
135,26.8.2022 23:01:32,0.16,28.8,humidifier Condair,2022-08-26 23:01:32
136,26.8.2022 23:11:11,0.72,29.1,control cabinet,2022-08-26 23:11:11
135,26.8.2022 23:36:24,0.88,26.4,air fan,2022-08-26 23:36:24
135,26.8.2022 23:52:34,0.49,37.3,HVAC drive,2022-08-26 23:52:34
135,27.8.2022 00:00:59,0.36,28.8,control valve,2022-08-27 00:00:59
134,27.8.2022 00:01:37,0.12,28.8,humidifier Condair,2022-08-27 00:01:37
135,27.8.2022 00:11:17,0.76,29.1,control cabinet,2022-08-27 00:11:17
134,27.8.2022 00:36:21,0.99,26.3,air fan,2022-08-27 00:36:21
134,27.8.2022 00:52:43,0.5,37.3,HVAC drive,2022-08-27 00:52:43
134,27.8.2022 01:01:03,0.4,28.8,control valve,2022-08-27 01:01:03
133,27.8.2022 01:01:40,0.16,28.8,humidifier Condair,2022-08-27 01:01:40
134,27.8.2022 01:11:22,0.72,29.1,control cabinet,2022-08-27 01:11:22
133,27.8.2022 01:36:18,0.84,26.3,air fan,2022-08-27 01:36:18
133,27.8.2022 01:52:51,0.55,37.3,HVAC drive,2022-08-27 01:52:51
133,27.8.2022 02:01:06,0.5,28.8,control valve,2022-08-27 02:01:06
132,27.8.2022 02:01:44,0.16,28.8,humidifier Condair,2022-08-27 02:01:44
133,27.8.2022 02:11:28,0.73,29.1,control cabinet,2022-08-27 02:11:28
132,27.8.2022 02:36:16,0.95,26.2,air fan,2022-08-27 02:36:16
132,27.8.2022 02:53:00,0.55,37.3,HVAC drive,2022-08-27 02:53:00
132,27.8.2022 03:01:09,0.36,28.8,control valve,2022-08-27 03:01:09
131,27.8.2022 03:01:48,0.12,28.8,humidifier Condair,2022-08-27 03:01:48
132,27.8.2022 03:11:33,0.72,29.1,control cabinet,2022-08-27 03:11:33
131,27.8.2022 03:36:13,0.73,26.2,air fan,2022-08-27 03:36:13
131,27.8.2022 03:53:09,0.61,37.3,HVAC drive,2022-08-27 03:53:09
131,27.8.2022 04:01:13,0.43,28.7,control valve,2022-08-27 04:01:13
130,27.8.2022 04:01:52,0.12,28.7,humidifier Condair,2022-08-27 04:01:52
131,27.8.2022 04:11:38,0.73,29.1,control cabinet,2022-08-27 04:11:38
130,27.8.2022 04:36:11,0.88,26.2,air fan,2022-08-27 04:36:11
130,27.8.2022 04:53:18,0.68,37.3,HVAC drive,2022-08-27 04:53:18
130,27.8.2022 05:01:16,0.47,28.7,control valve,2022-08-27 05:01:16
129,27.8.2022 05:01:55,0.16,28.7,humidifier Condair,2022-08-27 05:01:55
130,27.8.2022 05:11:43,0.69,29.1,control cabinet,2022-08-27 05:11:43
129,27.8.2022 05:36:09,0.8,26.1,air fan,2022-08-27 05:36:09
129,27.8.2022 05:53:26,0.51,37.3,HVAC drive,2022-08-27 05:53:26
129,27.8.2022 06:01:19,0.36,28.7,control valve,2022-08-27 06:01:19
128,27.8.2022 06:01:59,0.16,28.7,humidifier Condair,2022-08-27 06:01:59
129,27.8.2022 06:11:49,0.69,29.1,control cabinet,2022-08-27 06:11:49
128,27.8.2022 06:36:07,0.8,26.2,air fan,2022-08-27 06:36:07
128,27.8.2022 06:53:36,0.51,37.2,HVAC drive,2022-08-27 06:53:36
128,27.8.2022 07:01:22,0.39,28.8,control valve,2022-08-27 07:01:22
127,27.8.2022 07:02:02,0.16,28.7,humidifier Condair,2022-08-27 07:02:02
128,27.8.2022 07:11:54,0.65,29.1,control cabinet,2022-08-27 07:11:54
127,27.8.2022 07:36:05,1.06,26.1,air fan,2022-08-27 07:36:05
127,27.8.2022 07:53:44,0.55,37.2,HVAC drive,2022-08-27 07:53:44
127,27.8.2022 08:01:26,0.4,28.8,control valve,2022-08-27 08:01:26
126,27.8.2022 08:02:06,0.12,28.6,humidifier Condair,2022-08-27 08:02:06
127,27.8.2022 08:11:59,0.69,29.1,control cabinet,2022-08-27 08:11:59
126,27.8.2022 08:36:04,0.84,26.1,air fan,2022-08-27 08:36:04
126,27.8.2022 08:53:54,0.51,37.2,HVAC drive,2022-08-27 08:53:54
126,27.8.2022 09:01:28,0.42,28.7,control valve,2022-08-27 09:01:28
125,27.8.2022 09:02:10,0.16,28.7,humidifier Condair,2022-08-27 09:02:10
126,27.8.2022 09:12:06,0.73,29.1,control cabinet,2022-08-27 09:12:06
125,27.8.2022 09:36:02,0.8,26.1,air fan,2022-08-27 09:36:02
125,27.8.2022 09:54:03,0.7,37.2,HVAC drive,2022-08-27 09:54:03
125,27.8.2022 10:01:32,0.4,28.7,control valve,2022-08-27 10:01:32
124,27.8.2022 10:02:15,0.12,28.6,humidifier Condair,2022-08-27 10:02:15
125,27.8.2022 10:12:12,0.69,29.1,control cabinet,2022-08-27 10:12:12
124,27.8.2022 10:36:00,0.73,26.1,air fan,2022-08-27 10:36:00
124,27.8.2022 10:54:14,0.42,37.2,HVAC drive,2022-08-27 10:54:14
124,27.8.2022 11:01:36,0.43,28.7,control valve,2022-08-27 11:01:36
123,27.8.2022 11:02:20,0.12,28.6,humidifier Condair,2022-08-27 11:02:20
124,27.8.2022 11:12:20,0.69,29.1,control cabinet,2022-08-27 11:12:20
123,27.8.2022 11:35:58,0.88,26.1,air fan,2022-08-27 11:35:58
123,27.8.2022 11:54:22,0.43,37.2,HVAC drive,2022-08-27 11:54:22
123,27.8.2022 12:01:40,0.44,28.7,control valve,2022-08-27 12:01:40
122,27.8.2022 12:02:26,0.16,28.6,humidifier Condair,2022-08-27 12:02:26
123,27.8.2022 12:12:26,0.65,29.0,control cabinet,2022-08-27 12:12:26
122,27.8.2022 12:35:54,1.02,26.1,air fan,2022-08-27 12:35:54
122,27.8.2022 12:54:31,0.46,37.2,HVAC drive,2022-08-27 12:54:31
122,27.8.2022 13:01:44,0.44,28.6,control valve,2022-08-27 13:01:44
121,27.8.2022 13:02:29,0.12,28.6,humidifier Condair,2022-08-27 13:02:29
122,27.8.2022 13:12:32,0.66,29.1,control cabinet,2022-08-27 13:12:32
121,27.8.2022 13:35:52,0.91,26.1,air fan,2022-08-27 13:35:52
121,27.8.2022 13:54:40,0.67,37.2,HVAC drive,2022-08-27 13:54:40
121,27.8.2022 14:01:48,0.47,28.7,control valve,2022-08-27 14:01:48
120,27.8.2022 14:02:34,0.12,28.6,humidifier Condair,2022-08-27 14:02:34
121,27.8.2022 14:12:38,0.61,29.1,control cabinet,2022-08-27 14:12:38
120,27.8.2022 14:35:49,0.91,26.1,air fan,2022-08-27 14:35:49
120,27.8.2022 14:54:48,0.38,37.2,HVAC drive,2022-08-27 14:54:48
120,27.8.2022 15:01:57,0.48,28.6,control valve,2022-08-27 15:01:57
119,27.8.2022 15:02:39,0.12,28.6,humidifier Condair,2022-08-27 15:02:39
120,27.8.2022 15:12:47,0.65,29.1,control cabinet,2022-08-27 15:12:47
119,27.8.2022 15:35:47,0.84,26.1,air fan,2022-08-27 15:35:47
119,27.8.2022 15:54:57,0.52,37.2,HVAC drive,2022-08-27 15:54:57
119,27.8.2022 16:02:03,0.43,28.6,control valve,2022-08-27 16:02:03
118,27.8.2022 16:02:44,0.12,28.6,humidifier Condair,2022-08-27 16:02:44
119,27.8.2022 16:12:56,0.66,29.1,control cabinet,2022-08-27 16:12:56
118,27.8.2022 16:35:45,0.76,26.1,air fan,2022-08-27 16:35:45
118,27.8.2022 16:55:06,0.56,37.2,HVAC drive,2022-08-27 16:55:06
118,27.8.2022 17:02:08,0.44,28.6,control valve,2022-08-27 17:02:08
117,27.8.2022 17:02:48,0.12,28.6,humidifier Condair,2022-08-27 17:02:48
118,27.8.2022 17:13:01,0.69,29.0,control cabinet,2022-08-27 17:13:01
117,27.8.2022 17:35:43,0.76,26.1,air fan,2022-08-27 17:35:43
117,27.8.2022 17:55:16,0.46,37.2,HVAC drive,2022-08-27 17:55:16
117,27.8.2022 18:02:13,0.48,28.6,control valve,2022-08-27 18:02:13
116,27.8.2022 18:02:52,0.12,28.5,humidifier Condair,2022-08-27 18:02:52
117,27.8.2022 18:13:07,0.69,29.1,control cabinet,2022-08-27 18:13:07
116,27.8.2022 18:35:41,0.88,26.1,air fan,2022-08-27 18:35:41
116,27.8.2022 18:55:25,0.49,37.2,HVAC drive,2022-08-27 18:55:25
116,27.8.2022 19:02:17,0.42,28.6,control valve,2022-08-27 19:02:17
115,27.8.2022 19:02:57,0.12,28.5,humidifier Condair,2022-08-27 19:02:57
116,27.8.2022 19:13:14,0.69,29.1,control cabinet,2022-08-27 19:13:14
115,27.8.2022 19:35:42,0.76,26.1,air fan,2022-08-27 19:35:42
115,27.8.2022 19:55:34,0.46,37.2,HVAC drive,2022-08-27 19:55:34
115,27.8.2022 20:02:20,0.47,28.7,control valve,2022-08-27 20:02:20
114,27.8.2022 20:03:01,0.12,28.5,humidifier Condair,2022-08-27 20:03:01
115,27.8.2022 20:13:20,0.69,29.1,control cabinet,2022-08-27 20:13:20
114,27.8.2022 20:35:40,0.69,26.1,air fan,2022-08-27 20:35:40
114,27.8.2022 20:55:43,0.43,37.2,HVAC drive,2022-08-27 20:55:43
114,27.8.2022 21:02:23,0.5,28.6,control valve,2022-08-27 21:02:23
113,27.8.2022 21:03:05,0.16,28.5,humidifier Condair,2022-08-27 21:03:05
114,27.8.2022 21:13:25,0.69,29.1,control cabinet,2022-08-27 21:13:25
113,27.8.2022 21:35:37,0.8,26.1,air fan,2022-08-27 21:35:37
113,27.8.2022 21:55:54,0.57,37.2,HVAC drive,2022-08-27 21:55:54
113,27.8.2022 22:02:28,0.44,28.7,control valve,2022-08-27 22:02:28
112,27.8.2022 22:03:09,0.12,28.5,humidifier Condair,2022-08-27 22:03:09
113,27.8.2022 22:13:31,0.65,29.1,control cabinet,2022-08-27 22:13:31
112,27.8.2022 22:35:36,0.77,26.3,air fan,2022-08-27 22:35:36
112,27.8.2022 22:56:03,0.49,37.2,HVAC drive,2022-08-27 22:56:03
112,27.8.2022 23:02:32,0.43,28.7,control valve,2022-08-27 23:02:32
111,27.8.2022 23:03:12,0.12,28.6,humidifier Condair,2022-08-27 23:03:12
112,27.8.2022 23:13:37,0.69,29.0,control cabinet,2022-08-27 23:13:37
111,27.8.2022 23:35:35,0.69,26.3,air fan,2022-08-27 23:35:35
111,27.8.2022 23:56:13,0.51,37.2,HVAC drive,2022-08-27 23:56:13
111,28.8.2022 00:02:36,0.48,28.6,control valve,2022-08-28 00:02:36
110,28.8.2022 00:03:16,0.12,28.6,humidifier Condair,2022-08-28 00:03:16
111,28.8.2022 00:13:42,0.69,29.1,control cabinet,2022-08-28 00:13:42
110,28.8.2022 00:35:32,0.88,26.4,air fan,2022-08-28 00:35:32
110,28.8.2022 00:56:22,0.54,37.2,HVAC drive,2022-08-28 00:56:22
110,28.8.2022 01:02:40,0.42,28.6,control valve,2022-08-28 01:02:40
109,28.8.2022 01:03:21,0.12,28.6,humidifier Condair,2022-08-28 01:03:21
110,28.8.2022 01:13:47,0.65,29.1,control cabinet,2022-08-28 01:13:47
109,28.8.2022 01:35:30,0.65,26.5,air fan,2022-08-28 01:35:30
109,28.8.2022 01:56:31,0.45,37.3,HVAC drive,2022-08-28 01:56:31
109,28.8.2022 02:02:43,0.45,28.7,control valve,2022-08-28 02:02:43
108,28.8.2022 02:03:24,0.12,28.6,humidifier Condair,2022-08-28 02:03:24
109,28.8.2022 02:13:53,0.69,29.0,control cabinet,2022-08-28 02:13:53
108,28.8.2022 02:35:31,0.8,26.5,air fan,2022-08-28 02:35:31
108,28.8.2022 02:56:41,0.57,37.3,HVAC drive,2022-08-28 02:56:41
108,28.8.2022 03:02:47,0.48,28.6,control valve,2022-08-28 03:02:47
107,28.8.2022 03:03:28,0.16,28.6,humidifier Condair,2022-08-28 03:03:28
108,28.8.2022 03:13:58,0.69,29.0,control cabinet,2022-08-28 03:13:58
107,28.8.2022 03:35:29,0.95,26.5,air fan,2022-08-28 03:35:29
107,28.8.2022 03:56:50,0.45,37.3,HVAC drive,2022-08-28 03:56:50
107,28.8.2022 04:02:51,0.48,28.6,control valve,2022-08-28 04:02:51
106,28.8.2022 04:03:31,0.16,28.6,humidifier Condair,2022-08-28 04:03:31
107,28.8.2022 04:14:03,0.72,29.0,control cabinet,2022-08-28 04:14:03
106,28.8.2022 04:35:26,0.8,26.5,air fan,2022-08-28 04:35:26
106,28.8.2022 04:56:59,0.46,37.3,HVAC drive,2022-08-28 04:56:59
106,28.8.2022 05:02:54,0.47,28.6,control valve,2022-08-28 05:02:54
105,28.8.2022 05:03:34,0.12,28.6,humidifier Condair,2022-08-28 05:03:34
106,28.8.2022 05:14:09,0.72,29.0,control cabinet,2022-08-28 05:14:09
105,28.8.2022 05:35:24,0.66,26.5,air fan,2022-08-28 05:35:24
105,28.8.2022 05:57:08,0.43,37.3,HVAC drive,2022-08-28 05:57:08
105,28.8.2022 06:02:58,0.44,28.6,control valve,2022-08-28 06:02:58
104,28.8.2022 06:03:38,0.12,28.6,humidifier Condair,2022-08-28 06:03:38
105,28.8.2022 06:14:14,0.73,29.0,control cabinet,2022-08-28 06:14:14
104,28.8.2022 06:35:21,0.8,26.5,air fan,2022-08-28 06:35:21
104,28.8.2022 06:57:17,0.43,37.3,HVAC drive,2022-08-28 06:57:17
104,28.8.2022 07:03:01,0.4,28.6,control valve,2022-08-28 07:03:01
103,28.8.2022 07:03:42,0.12,28.6,humidifier Condair,2022-08-28 07:03:42
104,28.8.2022 07:14:18,0.72,29.0,control cabinet,2022-08-28 07:14:18
103,28.8.2022 07:35:18,0.91,26.5,air fan,2022-08-28 07:35:18
103,28.8.2022 07:57:29,0.57,37.3,HVAC drive,2022-08-28 07:57:29
103,28.8.2022 08:03:04,0.37,28.6,control valve,2022-08-28 08:03:04
102,28.8.2022 08:03:46,0.12,28.6,humidifier Condair,2022-08-28 08:03:46
103,28.8.2022 08:14:24,0.8,29.0,control cabinet,2022-08-28 08:14:24
102,28.8.2022 08:35:15,0.95,26.6,air fan,2022-08-28 08:35:15
102,28.8.2022 08:57:37,0.49,37.3,HVAC drive,2022-08-28 08:57:37
102,28.8.2022 09:03:08,0.48,28.6,control valve,2022-08-28 09:03:08
101,28.8.2022 09:03:49,0.12,28.6,humidifier Condair,2022-08-28 09:03:49
102,28.8.2022 09:14:28,0.76,29.0,control cabinet,2022-08-28 09:14:28
101,28.8.2022 09:35:12,0.91,26.6,air fan,2022-08-28 09:35:12
101,28.8.2022 09:57:47,0.54,37.3,HVAC drive,2022-08-28 09:57:47
101,28.8.2022 10:03:11,0.37,28.6,control valve,2022-08-28 10:03:11
100,28.8.2022 10:03:52,0.16,28.5,humidifier Condair,2022-08-28 10:03:52
101,28.8.2022 10:14:33,0.72,29.0,control cabinet,2022-08-28 10:14:33
100,28.8.2022 10:35:10,0.76,26.4,air fan,2022-08-28 10:35:10
100,28.8.2022 10:57:56,0.58,37.2,HVAC drive,2022-08-28 10:57:56
100,28.8.2022 11:03:17,0.44,28.6,control valve,2022-08-28 11:03:17
99,28.8.2022 11:03:55,0.16,28.5,humidifier Condair,2022-08-28 11:03:55
100,28.8.2022 11:14:39,0.72,29.0,control cabinet,2022-08-28 11:14:39
99,28.8.2022 11:35:09,0.73,26.2,air fan,2022-08-28 11:35:09
99,28.8.2022 11:58:05,0.58,37.2,HVAC drive,2022-08-28 11:58:05
99,28.8.2022 12:03:21,0.48,28.6,control valve,2022-08-28 12:03:21
98,28.8.2022 12:03:59,0.16,28.5,humidifier Condair,2022-08-28 12:03:59
99,28.8.2022 12:14:46,0.72,29.0,control cabinet,2022-08-28 12:14:46
98,28.8.2022 12:35:07,0.72,26.0,air fan,2022-08-28 12:35:07
98,28.8.2022 12:58:15,0.54,37.1,HVAC drive,2022-08-28 12:58:15
98,28.8.2022 13:03:24,0.41,28.6,control valve,2022-08-28 13:03:24
97,28.8.2022 13:04:03,0.16,28.4,humidifier Condair,2022-08-28 13:04:03
98,28.8.2022 13:14:54,0.76,29.0,control cabinet,2022-08-28 13:14:54
97,28.8.2022 13:35:06,0.69,26.1,air fan,2022-08-28 13:35:06
97,28.8.2022 13:58:27,0.46,37.1,HVAC drive,2022-08-28 13:58:27
97,28.8.2022 14:03:32,0.44,28.6,control valve,2022-08-28 14:03:32
96,28.8.2022 14:04:07,0.12,28.4,humidifier Condair,2022-08-28 14:04:07
97,28.8.2022 14:15:01,0.72,29.0,control cabinet,2022-08-28 14:15:01
96,28.8.2022 14:35:05,0.95,26.0,air fan,2022-08-28 14:35:05
96,28.8.2022 14:58:37,0.46,37.1,HVAC drive,2022-08-28 14:58:37
96,28.8.2022 15:03:36,0.48,28.6,control valve,2022-08-28 15:03:36
95,28.8.2022 15:04:11,0.12,28.4,humidifier Condair,2022-08-28 15:04:11
96,28.8.2022 15:15:07,0.72,29.0,control cabinet,2022-08-28 15:15:07
95,28.8.2022 15:35:03,0.84,26.0,air fan,2022-08-28 15:35:03
95,28.8.2022 15:58:46,0.47,37.1,HVAC drive,2022-08-28 15:58:46
95,28.8.2022 16:03:39,0.45,28.6,control valve,2022-08-28 16:03:39
94,28.8.2022 16:04:15,0.12,28.4,humidifier Condair,2022-08-28 16:04:15
95,28.8.2022 16:15:13,0.76,29.0,control cabinet,2022-08-28 16:15:13
94,28.8.2022 16:35:01,0.66,26.0,air fan,2022-08-28 16:35:01
94,28.8.2022 16:58:55,0.47,37.1,HVAC drive,2022-08-28 16:58:55
94,28.8.2022 17:03:47,0.4,28.6,control valve,2022-08-28 17:03:47
93,28.8.2022 17:04:19,0.12,28.4,humidifier Condair,2022-08-28 17:04:19
94,28.8.2022 17:15:20,0.72,29.0,control cabinet,2022-08-28 17:15:20
93,28.8.2022 17:34:58,0.95,26.0,air fan,2022-08-28 17:34:58
93,28.8.2022 17:59:05,0.38,37.1,HVAC drive,2022-08-28 17:59:05
93,28.8.2022 18:03:51,0.39,28.6,control valve,2022-08-28 18:03:51
92,28.8.2022 18:04:23,0.12,28.4,humidifier Condair,2022-08-28 18:04:23
93,28.8.2022 18:15:26,0.72,29.0,control cabinet,2022-08-28 18:15:26
92,28.8.2022 18:34:56,0.91,26.0,air fan,2022-08-28 18:34:56
92,28.8.2022 18:59:13,0.41,37.1,HVAC drive,2022-08-28 18:59:13
92,28.8.2022 19:03:56,0.42,28.6,control valve,2022-08-28 19:03:56
91,28.8.2022 19:04:26,0.16,28.4,humidifier Condair,2022-08-28 19:04:26
92,28.8.2022 19:15:32,0.72,29.0,control cabinet,2022-08-28 19:15:32
91,28.8.2022 19:34:55,0.69,26.0,air fan,2022-08-28 19:34:55
91,28.8.2022 19:59:27,0.57,37.1,HVAC drive,2022-08-28 19:59:27
91,28.8.2022 20:04:06,0.44,28.6,control valve,2022-08-28 20:04:06
90,28.8.2022 20:04:38,0.12,28.4,humidifier Condair,2022-08-28 20:04:38
91,28.8.2022 20:15:38,0.72,29.0,control cabinet,2022-08-28 20:15:38
90,28.8.2022 20:34:55,0.8,26.6,air fan,2022-08-28 20:34:55
90,28.8.2022 20:59:43,0.51,37.7,HVAC drive,2022-08-28 20:59:43
90,28.8.2022 21:04:11,0.47,30.2,control valve,2022-08-28 21:04:11
89,28.8.2022 21:04:52,0.16,50.7,humidifier Condair,2022-08-28 21:04:52
90,28.8.2022 21:15:44,0.76,29.1,control cabinet,2022-08-28 21:15:44
89,28.8.2022 21:34:54,0.84,27.5,air fan,2022-08-28 21:34:54
89,28.8.2022 21:59:55,0.52,38.1,HVAC drive,2022-08-28 21:59:55
89,28.8.2022 22:04:17,0.39,30.3,control valve,2022-08-28 22:04:17
88,28.8.2022 22:05:12,0.16,48.5,humidifier Condair,2022-08-28 22:05:12
89,28.8.2022 22:15:50,0.76,29.1,control cabinet,2022-08-28 22:15:50
88,28.8.2022 22:34:53,0.91,27.5,air fan,2022-08-28 22:34:53
88,28.8.2022 23:00:04,0.51,38.1,HVAC drive,2022-08-28 23:00:04
88,28.8.2022 23:04:21,0.46,29.8,control valve,2022-08-28 23:04:21
87,28.8.2022 23:05:29,0.12,45.3,humidifier Condair,2022-08-28 23:05:29
88,28.8.2022 23:15:56,0.73,29.1,control cabinet,2022-08-28 23:15:56
87,28.8.2022 23:34:51,0.84,27.6,air fan,2022-08-28 23:34:51
87,29.8.2022 00:00:14,0.43,38.3,HVAC drive,2022-08-29 00:00:14
87,29.8.2022 00:04:25,0.55,30.8,control valve,2022-08-29 00:04:25
86,29.8.2022 00:05:46,0.39,51.6,humidifier Condair,2022-08-29 00:05:46
87,29.8.2022 00:16:03,0.76,29.2,control cabinet,2022-08-29 00:16:03
86,29.8.2022 00:34:49,0.91,27.9,air fan,2022-08-29 00:34:49
86,29.8.2022 01:00:24,0.57,38.5,HVAC drive,2022-08-29 01:00:24
86,29.8.2022 01:04:30,0.39,31.3,control valve,2022-08-29 01:04:30
85,29.8.2022 01:06:07,0.16,52.0,humidifier Condair,2022-08-29 01:06:07
86,29.8.2022 01:16:08,0.72,29.2,control cabinet,2022-08-29 01:16:08
85,29.8.2022 01:34:47,1.25,28.0,air fan,2022-08-29 01:34:47
85,29.8.2022 02:00:33,0.46,38.6,HVAC drive,2022-08-29 02:00:33
85,29.8.2022 02:04:34,0.51,31.3,control valve,2022-08-29 02:04:34
84,29.8.2022 02:06:27,0.16,52.2,humidifier Condair,2022-08-29 02:06:27
85,29.8.2022 02:16:15,0.76,29.3,control cabinet,2022-08-29 02:16:15
84,29.8.2022 02:34:46,0.76,28.1,air fan,2022-08-29 02:34:46
84,29.8.2022 03:00:41,0.58,38.6,HVAC drive,2022-08-29 03:00:41
84,29.8.2022 03:04:38,0.45,31.3,control valve,2022-08-29 03:04:38
83,29.8.2022 03:06:48,0.42,51.9,humidifier Condair,2022-08-29 03:06:48
84,29.8.2022 03:16:20,0.73,29.3,control cabinet,2022-08-29 03:16:20
83,29.8.2022 03:34:45,0.8,28.1,air fan,2022-08-29 03:34:45
83,29.8.2022 04:00:51,0.45,38.7,HVAC drive,2022-08-29 04:00:51
83,29.8.2022 04:04:42,0.42,31.3,control valve,2022-08-29 04:04:42
82,29.8.2022 04:07:08,0.42,51.8,humidifier Condair,2022-08-29 04:07:08
83,29.8.2022 04:16:25,0.72,29.3,control cabinet,2022-08-29 04:16:25
82,29.8.2022 04:34:44,1.06,28.1,air fan,2022-08-29 04:34:44
82,29.8.2022 05:01:00,0.54,38.7,HVAC drive,2022-08-29 05:01:00
82,29.8.2022 05:04:47,0.42,31.2,control valve,2022-08-29 05:04:47
81,29.8.2022 05:07:31,0.29,52.1,humidifier Condair,2022-08-29 05:07:31
82,29.8.2022 05:16:30,0.76,29.3,control cabinet,2022-08-29 05:16:30
81,29.8.2022 05:34:43,0.95,28.2,air fan,2022-08-29 05:34:43
81,29.8.2022 06:01:09,0.65,38.7,HVAC drive,2022-08-29 06:01:09
81,29.8.2022 06:04:51,0.51,31.3,control valve,2022-08-29 06:04:51
80,29.8.2022 06:07:50,0.25,51.9,humidifier Condair,2022-08-29 06:07:50
81,29.8.2022 06:16:35,0.76,29.3,control cabinet,2022-08-29 06:16:35
80,29.8.2022 06:34:42,0.84,28.3,air fan,2022-08-29 06:34:42
80,29.8.2022 07:01:20,0.54,38.7,HVAC drive,2022-08-29 07:01:20
80,29.8.2022 07:04:55,0.4,31.2,control valve,2022-08-29 07:04:55
79,29.8.2022 07:08:11,0.4,52.1,humidifier Condair,2022-08-29 07:08:11
80,29.8.2022 07:16:40,0.76,29.3,control cabinet,2022-08-29 07:16:40
79,29.8.2022 07:34:41,0.99,28.3,air fan,2022-08-29 07:34:41
79,29.8.2022 08:01:30,0.68,38.7,HVAC drive,2022-08-29 08:01:30
79,29.8.2022 08:05:00,0.4,31.2,control valve,2022-08-29 08:05:00
78,29.8.2022 08:08:32,0.77,52.3,humidifier Condair,2022-08-29 08:08:32
79,29.8.2022 08:16:49,0.76,29.2,control cabinet,2022-08-29 08:16:49
78,29.8.2022 08:34:39,0.77,28.0,air fan,2022-08-29 08:34:39
78,29.8.2022 09:01:45,0.54,38.6,HVAC drive,2022-08-29 09:01:45
78,29.8.2022 09:05:04,0.37,31.1,control valve,2022-08-29 09:05:04
77,29.8.2022 09:08:54,0.12,52.0,humidifier Condair,2022-08-29 09:08:54
78,29.8.2022 09:16:54,0.76,29.2,control cabinet,2022-08-29 09:16:54
77,29.8.2022 09:34:38,0.99,27.9,air fan,2022-08-29 09:34:38
77,29.8.2022 10:01:57,0.54,38.4,HVAC drive,2022-08-29 10:01:57
77,29.8.2022 10:05:08,0.4,30.6,control valve,2022-08-29 10:05:08
76,29.8.2022 10:09:14,0.12,48.8,humidifier Condair,2022-08-29 10:09:14
77,29.8.2022 10:17:00,0.76,29.2,control cabinet,2022-08-29 10:17:00
76,29.8.2022 10:34:38,1.02,27.8,air fan,2022-08-29 10:34:38
76,29.8.2022 11:02:07,0.56,38.3,HVAC drive,2022-08-29 11:02:07
76,29.8.2022 11:05:37,0.41,29.9,control valve,2022-08-29 11:05:37
75,29.8.2022 11:09:58,0.12,48.0,humidifier Condair,2022-08-29 11:09:58
76,29.8.2022 11:17:06,0.76,29.2,control cabinet,2022-08-29 11:17:06
75,29.8.2022 11:34:38,0.95,27.7,air fan,2022-08-29 11:34:38
75,29.8.2022 12:02:17,0.62,38.2,HVAC drive,2022-08-29 12:02:17
75,29.8.2022 12:05:52,0.36,30.1,control valve,2022-08-29 12:05:52
74,29.8.2022 12:10:20,0.16,49.1,humidifier Condair,2022-08-29 12:10:20
75,29.8.2022 12:17:13,0.73,29.3,control cabinet,2022-08-29 12:17:13
74,29.8.2022 12:34:36,1.1,27.6,air fan,2022-08-29 12:34:36
74,29.8.2022 13:02:27,0.44,38.3,HVAC drive,2022-08-29 13:02:27
74,29.8.2022 13:05:56,0.36,29.7,control valve,2022-08-29 13:05:56
73,29.8.2022 13:10:37,0.16,46.1,humidifier Condair,2022-08-29 13:10:37
74,29.8.2022 13:17:20,0.76,29.2,control cabinet,2022-08-29 13:17:20
73,29.8.2022 13:34:34,0.88,27.5,air fan,2022-08-29 13:34:34
73,29.8.2022 14:02:36,0.54,38.2,HVAC drive,2022-08-29 14:02:36
73,29.8.2022 14:06:00,0.43,29.7,control valve,2022-08-29 14:06:00
72,29.8.2022 14:10:53,0.16,44.3,humidifier Condair,2022-08-29 14:10:53
73,29.8.2022 14:17:30,0.76,29.2,control cabinet,2022-08-29 14:17:30
72,29.8.2022 14:34:33,0.84,27.5,air fan,2022-08-29 14:34:33
72,29.8.2022 15:02:49,0.41,38.3,HVAC drive,2022-08-29 15:02:49
72,29.8.2022 15:06:07,0.34,30.5,control valve,2022-08-29 15:06:07
71,29.8.2022 15:11:12,0.16,51.5,humidifier Condair,2022-08-29 15:11:12
72,29.8.2022 15:17:36,0.77,29.2,control cabinet,2022-08-29 15:17:36
71,29.8.2022 15:34:32,0.95,27.7,air fan,2022-08-29 15:34:32
71,29.8.2022 16:03:10,0.55,38.3,HVAC drive,2022-08-29 16:03:10
71,29.8.2022 16:06:32,0.36,30.5,control valve,2022-08-29 16:06:32
70,29.8.2022 16:11:33,0.12,49.3,humidifier Condair,2022-08-29 16:11:33
71,29.8.2022 16:17:46,0.72,29.2,control cabinet,2022-08-29 16:17:46
70,29.8.2022 16:34:32,0.95,27.6,air fan,2022-08-29 16:34:32
70,29.8.2022 17:03:34,0.49,38.3,HVAC drive,2022-08-29 17:03:34
70,29.8.2022 17:06:39,0.45,30.0,control valve,2022-08-29 17:06:39
